End Date,End Time,PM10,Status/units,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV25,Status/units,O3,Status/units,PM25,Status/units,V25,Status/units
16/05/2019,05:00:00,,,80.3,P deg,2.9,P ms-1,4.1,P degC,1.63551,R ugm-3,16.078,R ugm-3,18.58575,R ugm-3,11.8,R ugm-3 (TEOM FDMS),55.48046,R ugm-3,17,R ugm-3 (TEOM FDMS),5.2,R ugm-3 (TEOM FDMS)
16/05/2019,06:00:00,,,75.9,P deg,3,P ms-1,4,P degC,3.11068,R ugm-3,20.19117,R ugm-3,24.96081,R ugm-3,12.6,R ugm-3 (TEOM FDMS),52.5867,R ugm-3,17,R ugm-3 (TEOM FDMS),4.4,R ugm-3 (TEOM FDMS)
16/05/2019,07:00:00,,,82.8,P deg,3.8,P ms-1,4.6,P degC,4.39344,R ugm-3,19.69547,R ugm-3,26.43198,R ugm-3,8.8,R ugm-3 (TEOM FDMS),57.8753,R ugm-3,14.6,R ugm-3 (TEOM FDMS),5.8,R ugm-3 (TEOM FDMS)
16/05/2019,08:00:00,,,83.3,P deg,3.1,P ms-1,5.3,P degC,4.07275,R ugm-3,17.29389,R ugm-3,23.53869,R ugm-3,9.7,R ugm-3 (TEOM FDMS),60.76907,R ugm-3,13.2,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
16/05/2019,09:00:00,,,82.6,P deg,2.8,P ms-1,6.4,P degC,2.98241,R ugm-3,12.34547,R ugm-3,16.91843,R ugm-3,9.1,R ugm-3 (TEOM FDMS),68.35273,R ugm-3,13,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
16/05/2019,10:00:00,,,88.5,P deg,3.4,P ms-1,8.2,P degC,2.43723,R ugm-3,10.23906,R ugm-3,13.9761,R ugm-3,9.2,R ugm-3 (TEOM FDMS),72.74327,R ugm-3,11,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
16/05/2019,11:00:00,,,85.1,P deg,3.9,P ms-1,11.3,P degC,1.79586,R ugm-3,9.6042,R ugm-3,12.35781,R ugm-3,8.5,R ugm-3 (TEOM FDMS),82.12306,R ugm-3,12.7,R ugm-3 (TEOM FDMS),4.2,R ugm-3 (TEOM FDMS)
16/05/2019,12:00:00,,,95.8,P deg,5,P ms-1,14,P degC,1.25069,R ugm-3,8.82183,R ugm-3,10.73953,R ugm-3,7.8,R ugm-3 (TEOM FDMS),91.95188,R ugm-3,12.5,R ugm-3 (TEOM FDMS),4.7,R ugm-3 (TEOM FDMS)
16/05/2019,13:00:00,,,99.7,P deg,5.8,P ms-1,15,P degC,0.96207,R ugm-3,7.79321,R ugm-3,9.26836,R ugm-3,6,R ugm-3 (TEOM FDMS),94.29683,R ugm-3,10.9,R ugm-3 (TEOM FDMS),4.9,R ugm-3 (TEOM FDMS)
16/05/2019,14:00:00,,,91.6,P deg,6.4,P ms-1,15.2,P degC,0.96207,R ugm-3,7.69513,R ugm-3,9.17028,R ugm-3,11,R ugm-3 (TEOM FDMS),95.94328,R ugm-3,16.5,R ugm-3 (TEOM FDMS),5.5,R ugm-3 (TEOM FDMS)
16/05/2019,15:00:00,,,93.3,P deg,7,P ms-1,14.8,P degC,0.83379,R ugm-3,8.52932,R ugm-3,9.80779,R ugm-3,8.4,R ugm-3 (TEOM FDMS),94.89554,R ugm-3,14.5,R ugm-3 (TEOM FDMS),6.1,R ugm-3 (TEOM FDMS)
16/05/2019,16:00:00,,,93.8,P deg,7.1,P ms-1,14.2,P degC,0.73759,R ugm-3,8.43164,R ugm-3,9.56259,R ugm-3,5.5,R ugm-3 (TEOM FDMS),101.43145,R ugm-3,10,R ugm-3 (TEOM FDMS),4.5,R ugm-3 (TEOM FDMS)
16/05/2019,17:00:00,,,93.4,P deg,7.1,P ms-1,13.4,P degC,0.73759,R ugm-3,9.21627,R ugm-3,10.34721,R ugm-3,2.6,R ugm-3 (TEOM FDMS),103.07791,R ugm-3,6.5,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
16/05/2019,18:00:00,,,91.9,P deg,5.9,P ms-1,12.4,P degC,0.60931,R ugm-3,8.77545,R ugm-3,9.70971,R ugm-3,4.4,R ugm-3 (TEOM FDMS),93.64822,R ugm-3,7.7,R ugm-3 (TEOM FDMS),3.3,R ugm-3 (TEOM FDMS)
16/05/2019,19:00:00,,,77.5,P deg,4.1,P ms-1,11.1,P degC,0.35276,R ugm-3,7.74669,R ugm-3,8.28758,R ugm-3,3.1,R ugm-3 (TEOM FDMS),92.25123,R ugm-3,5.5,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
16/05/2019,20:00:00,,,62.7,P deg,4,P ms-1,9.4,P degC,0.28862,R ugm-3,7.99215,R ugm-3,8.4347,R ugm-3,4.5,R ugm-3 (TEOM FDMS),91.55274,R ugm-3,7.1,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
16/05/2019,21:00:00,,,60.9,P deg,4,P ms-1,8.3,P degC,0.22448,R ugm-3,6.57029,R ugm-3,6.91449,R ugm-3,3.4,R ugm-3 (TEOM FDMS),91.30328,R ugm-3,5.9,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
16/05/2019,22:00:00,,,56.4,P deg,3.9,P ms-1,7.4,P degC,0.19241,R ugm-3,7.64928,R ugm-3,7.94431,R ugm-3,4.6,R ugm-3 (TEOM FDMS),88.25983,R ugm-3,6.3,R ugm-3 (TEOM FDMS),1.7,R ugm-3 (TEOM FDMS)
16/05/2019,23:00:00,,,49.7,P deg,3.8,P ms-1,6.8,P degC,0.12828,R ugm-3,8.28705,R ugm-3,8.48374,R ugm-3,3.9,R ugm-3 (TEOM FDMS),84.91704,R ugm-3,6.8,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
16/05/2019,24:00:00,,,46.6,P deg,3.9,P ms-1,6.3,P degC,0.12828,R ugm-3,9.31687,R ugm-3,9.51355,R ugm-3,4.2,R ugm-3 (TEOM FDMS),78.08176,R ugm-3,7,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
17/05/2019,01:00:00,,,33.8,P deg,3.7,P ms-1,5.6,P degC,0.12819,R ugm-3,7.25157,R ugm-3,7.44812,R ugm-3,4.2,R ugm-3 (TEOM FDMS),78.56406,R ugm-3,8.5,R ugm-3 (TEOM FDMS),4.3,R ugm-3 (TEOM FDMS)
17/05/2019,02:00:00,,,41.3,P deg,4.2,P ms-1,5.5,P degC,0.17092,R ugm-3,9.14609,R ugm-3,9.40815,R ugm-3,6.2,R ugm-3 (TEOM FDMS),75.17137,R ugm-3,9.3,R ugm-3 (TEOM FDMS),3.1,R ugm-3 (TEOM FDMS)
17/05/2019,03:00:00,,,39.4,P deg,4,P ms-1,6.4,P degC,0.25637,R ugm-3,7.74103,R ugm-3,8.13413,R ugm-3,6.7,R ugm-3 (TEOM FDMS),74.58929,R ugm-3,9.6,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
17/05/2019,04:00:00,,,40.8,P deg,4.7,P ms-1,7.2,P degC,0.25637,R ugm-3,7.25103,R ugm-3,7.64413,R ugm-3,5.2,R ugm-3 (TEOM FDMS),72.59359,R ugm-3,6.8,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
17/05/2019,05:00:00,,,37.4,P deg,4.5,P ms-1,7.6,P degC,0.70502,R ugm-3,8.08213,R ugm-3,9.16315,R ugm-3,4.7,R ugm-3 (TEOM FDMS),70.24864,R ugm-3,7.1,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
17/05/2019,06:00:00,,,36.4,P deg,4.6,P ms-1,7.9,P degC,2.14712,R ugm-3,10.18302,R ugm-3,13.47522,R ugm-3,5.2,R ugm-3 (TEOM FDMS),70.59789,R ugm-3,7.3,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
17/05/2019,07:00:00,,,40.5,P deg,5.3,P ms-1,8.6,P degC,3.36489,R ugm-3,16.79294,R ugm-3,21.95236,R ugm-3,5,R ugm-3 (TEOM FDMS),68.35273,R ugm-3,6.1,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
17/05/2019,08:00:00,,,47.4,P deg,5.3,P ms-1,9.3,P degC,3.20465,R ugm-3,16.10761,R ugm-3,21.02134,R ugm-3,5.4,R ugm-3 (TEOM FDMS),71.94499,R ugm-3,8,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
17/05/2019,09:00:00,,,55.2,P deg,5.5,P ms-1,10.1,P degC,1.98688,R ugm-3,14.34877,R ugm-3,17.39528,R ugm-3,5.5,R ugm-3 (TEOM FDMS),71.8452,R ugm-3,8.4,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
17/05/2019,10:00:00,,,55.2,P deg,5.5,P ms-1,10.7,P degC,1.8587,R ugm-3,14.34932,R ugm-3,17.19928,R ugm-3,6.9,R ugm-3 (TEOM FDMS),66.30713,R ugm-3,9.7,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
17/05/2019,11:00:00,,,56.1,P deg,5.1,P ms-1,11.2,P degC,1.69847,R ugm-3,12.97798,R ugm-3,15.58225,R ugm-3,8.8,R ugm-3 (TEOM FDMS),63.71272,R ugm-3,11.3,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
17/05/2019,12:00:00,,,55.8,P deg,5.1,P ms-1,11.5,P degC,2.37144,R ugm-3,15.96416,R ugm-3,19.60032,R ugm-3,8.1,R ugm-3 (TEOM FDMS),59.77122,R ugm-3,10.2,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
17/05/2019,13:00:00,,,55.2,P deg,5.1,P ms-1,11.6,P degC,1.57028,R ugm-3,11.3615,R ugm-3,13.76922,R ugm-3,6.8,R ugm-3 (TEOM FDMS),68.5024,R ugm-3,7.9,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
17/05/2019,14:00:00,,,60.7,P deg,5,P ms-1,11.7,P degC,1.12163,R ugm-3,6.80633,R ugm-3,8.52614,R ugm-3,5.4,R ugm-3 (TEOM FDMS),82.62198,R ugm-3,7.2,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
17/05/2019,15:00:00,,,60.6,P deg,4.9,P ms-1,11.6,P degC,1.08958,R ugm-3,6.65947,R ugm-3,8.33014,R ugm-3,8.3,R ugm-3 (TEOM FDMS),90.95403,R ugm-3,10.3,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
17/05/2019,16:00:00,,,56.8,P deg,4.5,P ms-1,11.3,P degC,0.67298,R ugm-3,8.13127,R ugm-3,9.16315,R ugm-3,3.4,R ugm-3 (TEOM FDMS),93.29898,R ugm-3,5.6,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
17/05/2019,17:00:00,,,56.6,P deg,4.7,P ms-1,10.9,P degC,0.60888,R ugm-3,9.45456,R ugm-3,10.38817,R ugm-3,1.4,R ugm-3 (TEOM FDMS),91.30328,R ugm-3,4.8,R ugm-3 (TEOM FDMS),3.4,R ugm-3 (TEOM FDMS)
17/05/2019,18:00:00,,,49.3,P deg,4.1,P ms-1,10.5,P degC,0.80116,R ugm-3,10.77676,R ugm-3,12.0052,R ugm-3,3.6,R ugm-3 (TEOM FDMS),90.505,R ugm-3,5.5,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
17/05/2019,19:00:00,,,40.3,P deg,3.9,P ms-1,10.2,P degC,0.4166,R ugm-3,11.75842,R ugm-3,12.3972,R ugm-3,4.1,R ugm-3 (TEOM FDMS),88.16005,R ugm-3,6.2,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
17/05/2019,20:00:00,,,34.7,P deg,3.8,P ms-1,9.9,P degC,0.16023,R ugm-3,12.98453,R ugm-3,13.23022,R ugm-3,5.7,R ugm-3 (TEOM FDMS),81.92349,R ugm-3,5.9,R ugm-3 (TEOM FDMS),0.2,R ugm-3 (TEOM FDMS)
17/05/2019,21:00:00,,,36.2,P deg,3.8,P ms-1,9.7,P degC,0.09614,R ugm-3,13.42581,R ugm-3,13.57322,R ugm-3,6.1,R ugm-3 (TEOM FDMS),80.32693,R ugm-3,7.3,R ugm-3 (TEOM FDMS),1.2,R ugm-3 (TEOM FDMS)
17/05/2019,22:00:00,,,37.7,P deg,3.7,P ms-1,9.5,P degC,0.35251,R ugm-3,14.40473,R ugm-3,14.94524,R ugm-3,6.6,R ugm-3 (TEOM FDMS),74.4895,R ugm-3,8.1,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
17/05/2019,23:00:00,,,38.1,P deg,3.6,P ms-1,9.4,P degC,0.60888,R ugm-3,17.63769,R ugm-3,18.5713,R ugm-3,7.5,R ugm-3 (TEOM FDMS),65.40907,R ugm-3,8.7,R ugm-3 (TEOM FDMS),1.2,R ugm-3 (TEOM FDMS)
17/05/2019,24:00:00,,,47.7,P deg,3.7,P ms-1,9.3,P degC,0.4166,R ugm-3,10.04339,R ugm-3,10.68217,R ugm-3,7.3,R ugm-3 (TEOM FDMS),76.43531,R ugm-3,9.3,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
18/05/2019,01:00:00,,,6,P deg,2.3,P ms-1,7.7,P degC,0.21349,R ugm-3,8.94291,R ugm-3,9.27027,R ugm-3,9.4,R ugm-3 (TEOM FDMS),72.90957,R ugm-3,12.1,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
18/05/2019,02:00:00,,,3.3,P deg,2.4,P ms-1,7.9,P degC,0.1281,R ugm-3,8.878,R ugm-3,9.07442,R ugm-3,12,R ugm-3 (TEOM FDMS),72.90957,R ugm-3,15.4,R ugm-3 (TEOM FDMS),3.4,R ugm-3 (TEOM FDMS)
18/05/2019,03:00:00,,,359.4,P deg,2.6,P ms-1,8,P degC,0.28822,R ugm-3,7.09832,R ugm-3,7.54025,R ugm-3,13,R ugm-3 (TEOM FDMS),70.39832,R ugm-3,16,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
18/05/2019,04:00:00,,,5.8,P deg,2.8,P ms-1,8,P degC,0.28822,R ugm-3,6.70662,R ugm-3,7.14855,R ugm-3,9.7,R ugm-3 (TEOM FDMS),67.25509,R ugm-3,13.7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
18/05/2019,05:00:00,,,5.3,P deg,2.6,P ms-1,8.1,P degC,0.38429,R ugm-3,7.19583,R ugm-3,7.78507,R ugm-3,8.8,R ugm-3 (TEOM FDMS),60.32003,R ugm-3,12.4,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
18/05/2019,06:00:00,,,7.3,P deg,2.5,P ms-1,8.2,P degC,1.66526,R ugm-3,7.92465,R ugm-3,10.47801,R ugm-3,9.4,R ugm-3 (TEOM FDMS),57.62584,R ugm-3,12.1,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
18/05/2019,07:00:00,,,8.5,P deg,2.3,P ms-1,8.5,P degC,1.8574,R ugm-3,9.34373,R ugm-3,12.19171,R ugm-3,5.8,R ugm-3 (TEOM FDMS),55.77982,R ugm-3,9.8,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
18/05/2019,08:00:00,,,15.8,P deg,2.3,P ms-1,9.3,P degC,3.13837,R ugm-3,9.63189,R ugm-3,14.44399,R ugm-3,5.2,R ugm-3 (TEOM FDMS),61.76692,R ugm-3,7,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
18/05/2019,09:00:00,,,27.2,P deg,2.1,P ms-1,10.1,P degC,2.30574,R ugm-3,9.14591,R ugm-3,12.68133,R ugm-3,4.1,R ugm-3 (TEOM FDMS),64.36133,R ugm-3,6.9,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
18/05/2019,10:00:00,,,26.9,P deg,2.6,P ms-1,12.1,P degC,2.24169,R ugm-3,10.07648,R ugm-3,13.5137,R ugm-3,5.5,R ugm-3 (TEOM FDMS),64.86025,R ugm-3,7.4,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
18/05/2019,11:00:00,,,19.4,P deg,2.2,P ms-1,14.1,P degC,6.05257,R ugm-3,12.6548,R ugm-3,21.93528,R ugm-3,6.6,R ugm-3 (TEOM FDMS),67.75402,R ugm-3,7.8,R ugm-3 (TEOM FDMS),1.2,R ugm-3 (TEOM FDMS)
18/05/2019,12:00:00,,,50.1,P deg,2.1,P ms-1,14.2,P degC,3.26647,R ugm-3,8.40726,R ugm-3,13.41577,R ugm-3,4.9,R ugm-3 (TEOM FDMS),69.60004,R ugm-3,8.3,R ugm-3 (TEOM FDMS),3.4,R ugm-3 (TEOM FDMS)
18/05/2019,13:00:00,,,62.2,P deg,2,P ms-1,14.3,P degC,2.69003,R ugm-3,9.73178,R ugm-3,13.85644,R ugm-3,4.4,R ugm-3 (TEOM FDMS),71.34628,R ugm-3,7.6,R ugm-3 (TEOM FDMS),3.2,R ugm-3 (TEOM FDMS)
18/05/2019,14:00:00,,,68.2,P deg,1,P ms-1,14.3,P degC,2.33776,R ugm-3,12.72005,R ugm-3,16.30457,R ugm-3,8.3,R ugm-3 (TEOM FDMS),66.20735,R ugm-3,9.1,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
18/05/2019,15:00:00,,,358.4,P deg,0.9,P ms-1,14.3,P degC,2.88218,R ugm-3,9.73094,R ugm-3,14.15021,R ugm-3,6.7,R ugm-3 (TEOM FDMS),72.89294,R ugm-3,7.8,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
18/05/2019,16:00:00,,,332.1,P deg,1.7,P ms-1,14.2,P degC,4.93172,R ugm-3,7.56759,R ugm-3,15.12946,R ugm-3,4,R ugm-3 (TEOM FDMS),85.46585,R ugm-3,5.7,R ugm-3 (TEOM FDMS),1.7,R ugm-3 (TEOM FDMS)
18/05/2019,17:00:00,,,350.1,P deg,1.2,P ms-1,13.9,P degC,2.14562,R ugm-3,8.41217,R ugm-3,11.70208,R ugm-3,7.2,R ugm-3 (TEOM FDMS),83.27058,R ugm-3,9.1,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
18/05/2019,18:00:00,,,9.4,P deg,1,P ms-1,13.6,P degC,1.53716,R ugm-3,10.37335,R ugm-3,12.73029,R ugm-3,7.6,R ugm-3 (TEOM FDMS),79.87789,R ugm-3,7.5,R ugm-3 (TEOM FDMS),-0.1,R ugm-3 (TEOM FDMS)
18/05/2019,19:00:00,,,74.4,P deg,0.8,P ms-1,12.9,P degC,1.21692,R ugm-3,16.29924,R ugm-3,18.16515,R ugm-3,6.9,R ugm-3 (TEOM FDMS),70.69767,R ugm-3,9.8,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
18/05/2019,20:00:00,,,107.5,P deg,1,P ms-1,12.2,P degC,0.51239,R ugm-3,15.51892,R ugm-3,16.30457,R ugm-3,4.6,R ugm-3 (TEOM FDMS),69.25079,R ugm-3,7.5,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
18/05/2019,21:00:00,,,341.7,P deg,0.2,P ms-1,11.3,P degC,2.85015,R ugm-3,33.5759,R ugm-3,37.94607,R ugm-3,9.1,R ugm-3 (TEOM FDMS),45.35228,R ugm-3,12.7,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
18/05/2019,22:00:00,,,261.4,P deg,0.7,P ms-1,11.1,P degC,21.36013,R ugm-3,66.74041,R ugm-3,99.49214,R ugm-3,14.1,R ugm-3 (TEOM FDMS),9.67915,R ugm-3,18.7,R ugm-3 (TEOM FDMS),4.6,R ugm-3 (TEOM FDMS)
18/05/2019,23:00:00,,,296.5,P deg,2,P ms-1,10.7,P degC,28.82176,R ugm-3,68.32347,R ugm-3,112.51622,R ugm-3,16.4,R ugm-3 (TEOM FDMS),1.74624,R ugm-3,20.2,R ugm-3 (TEOM FDMS),3.8,R ugm-3 (TEOM FDMS)
18/05/2019,24:00:00,,,335.4,P deg,2.8,P ms-1,10.1,P degC,37.62841,R ugm-3,59.7164,R ugm-3,117.41248,R ugm-3,19.9,R ugm-3 (TEOM FDMS),1.59656,R ugm-3,23.6,R ugm-3 (TEOM FDMS),3.7,R ugm-3 (TEOM FDMS)
19/05/2019,01:00:00,,,106.2,P deg,0.3,P ms-1,4.8,P degC,38.5302,R ugm-3,54.81752,R ugm-3,113.89633,R ugm-3,20.7,R ugm-3 (TEOM FDMS),1.59656,R ugm-3,24.6,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
19/05/2019,02:00:00,,,3.6,P deg,0.2,P ms-1,4.4,P degC,20.60918,R ugm-3,54.05027,R ugm-3,85.65057,R ugm-3,21.5,R ugm-3 (TEOM FDMS),1.53004,R ugm-3,25.5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
19/05/2019,03:00:00,,,48.4,P deg,0.3,P ms-1,2.1,P degC,32.25784,R ugm-3,50.44258,R ugm-3,99.90391,R ugm-3,19.7,R ugm-3 (TEOM FDMS),1.24731,R ugm-3,25.5,R ugm-3 (TEOM FDMS),5.8,R ugm-3 (TEOM FDMS)
19/05/2019,04:00:00,,,20.4,P deg,0.4,P ms-1,3.4,P degC,17.21698,R ugm-3,45.86254,R ugm-3,72.26155,R ugm-3,18,R ugm-3 (TEOM FDMS),1.3471,R ugm-3,22.6,R ugm-3 (TEOM FDMS),4.6,R ugm-3 (TEOM FDMS)
19/05/2019,05:00:00,,,358.4,P deg,0.4,P ms-1,3.4,P degC,11.93668,R ugm-3,39.91755,R ugm-3,58.22021,R ugm-3,16.9,R ugm-3 (TEOM FDMS),3.94151,R ugm-3,21.8,R ugm-3 (TEOM FDMS),4.9,R ugm-3 (TEOM FDMS)
19/05/2019,06:00:00,,,326,P deg,0.6,P ms-1,2.9,P degC,22.46528,R ugm-3,38.79375,R ugm-3,73.24004,R ugm-3,16.7,R ugm-3 (TEOM FDMS),4.44043,R ugm-3,21.9,R ugm-3 (TEOM FDMS),5.2,R ugm-3 (TEOM FDMS)
19/05/2019,07:00:00,,,339.7,P deg,1.6,P ms-1,4.6,P degC,4.41625,R ugm-3,17.7397,R ugm-3,24.5112,R ugm-3,18,R ugm-3 (TEOM FDMS),27.88991,R ugm-3,23.8,R ugm-3 (TEOM FDMS),5.8,R ugm-3 (TEOM FDMS)
19/05/2019,08:00:00,,,357.3,P deg,1.5,P ms-1,5.3,P degC,3.10418,R ugm-3,9.42845,R ugm-3,14.18812,R ugm-3,14.3,R ugm-3 (TEOM FDMS),47.34798,R ugm-3,19.5,R ugm-3 (TEOM FDMS),5.2,R ugm-3 (TEOM FDMS)
19/05/2019,09:00:00,,,12.2,P deg,1.2,P ms-1,6.9,P degC,3.80822,R ugm-3,8.78925,R ugm-3,14.62844,R ugm-3,12.6,R ugm-3 (TEOM FDMS),58.32433,R ugm-3,18.3,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
19/05/2019,10:00:00,,,33.9,P deg,1.8,P ms-1,10.1,P degC,3.61621,R ugm-3,9.86646,R ugm-3,15.41123,R ugm-3,10.5,R ugm-3 (TEOM FDMS),63.06412,R ugm-3,16.2,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
19/05/2019,11:00:00,,,43.1,P deg,2,P ms-1,12.9,P degC,3.07218,R ugm-3,8.2544,R ugm-3,12.965,R ugm-3,11.4,R ugm-3 (TEOM FDMS),70.74757,R ugm-3,17.1,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
19/05/2019,12:00:00,,,63.9,P deg,1.7,P ms-1,14,P degC,2.08012,R ugm-3,8.45457,R ugm-3,11.64404,R ugm-3,11.3,R ugm-3 (TEOM FDMS),75.48735,R ugm-3,16.9,R ugm-3 (TEOM FDMS),5.6,R ugm-3 (TEOM FDMS)
19/05/2019,13:00:00,,,65.8,P deg,1,P ms-1,15,P degC,3.4882,R ugm-3,8.49715,R ugm-3,13.84565,R ugm-3,10.1,R ugm-3 (TEOM FDMS),77.63273,R ugm-3,15.5,R ugm-3 (TEOM FDMS),5.4,R ugm-3 (TEOM FDMS)
19/05/2019,14:00:00,,,94,P deg,0.9,P ms-1,15.7,P degC,2.62415,R ugm-3,13.54027,R ugm-3,17.56391,R ugm-3,9.7,R ugm-3 (TEOM FDMS),72.04477,R ugm-3,14,R ugm-3 (TEOM FDMS),4.3,R ugm-3 (TEOM FDMS)
19/05/2019,15:00:00,,,75.8,P deg,0.8,P ms-1,16.3,P degC,2.43214,R ugm-3,10.45889,R ugm-3,14.18812,R ugm-3,9.4,R ugm-3 (TEOM FDMS),74.14026,R ugm-3,11.4,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
19/05/2019,16:00:00,,,359.5,P deg,1.5,P ms-1,16.5,P degC,0.67204,R ugm-3,8.0206,R ugm-3,9.05104,R ugm-3,8.9,R ugm-3 (TEOM FDMS),80.92564,R ugm-3,12.6,R ugm-3 (TEOM FDMS),3.7,R ugm-3 (TEOM FDMS)
19/05/2019,17:00:00,,,318.7,P deg,3.8,P ms-1,15.2,P degC,2.46414,R ugm-3,12.85605,R ugm-3,16.63434,R ugm-3,9.3,R ugm-3 (TEOM FDMS),76.98413,R ugm-3,13.3,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
19/05/2019,18:00:00,,,317,P deg,3.7,P ms-1,13.6,P degC,4.80027,R ugm-3,22.82612,R ugm-3,30.18644,R ugm-3,9.2,R ugm-3 (TEOM FDMS),62.06627,R ugm-3,12.7,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
19/05/2019,19:00:00,,,327.7,P deg,3.7,P ms-1,12.9,P degC,3.4562,R ugm-3,23.61498,R ugm-3,28.91441,R ugm-3,7.7,R ugm-3 (TEOM FDMS),59.77122,R ugm-3,10.3,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
19/05/2019,20:00:00,,,330.5,P deg,3.7,P ms-1,12.3,P degC,2.27213,R ugm-3,15.05852,R ugm-3,18.5424,R ugm-3,6.7,R ugm-3 (TEOM FDMS),69.00133,R ugm-3,9.5,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
19/05/2019,21:00:00,,,346.8,P deg,3.4,P ms-1,11.7,P degC,1.37608,R ugm-3,13.79052,R ugm-3,15.90048,R ugm-3,6.9,R ugm-3 (TEOM FDMS),65.90799,R ugm-3,9.7,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
19/05/2019,22:00:00,,,355.2,P deg,3,P ms-1,10.7,P degC,0.22401,R ugm-3,14.13818,R ugm-3,14.48166,R ugm-3,5.2,R ugm-3 (TEOM FDMS),68.5523,R ugm-3,7.4,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
19/05/2019,23:00:00,,,345.7,P deg,2.6,P ms-1,9.8,P degC,0.12801,R ugm-3,13.06228,R ugm-3,13.25855,R ugm-3,5.8,R ugm-3 (TEOM FDMS),66.45681,R ugm-3,8.2,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
